,Overview,Overview,Overview,Overview,Overview,Overview,Overview,Overview,Overview,Overview,Overview,Overview,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Locations: Raw Amounts,Contribution Locations: Raw Amounts,Contribution Locations: Raw Amounts,Contribution Locations: Raw Amounts,Contribution Locations: Raw Amounts,Contribution Locations: Raw Amounts,Contribution Locations: Raw Amounts,Contribution Locations: % of Total Contributions,Contribution Locations: % of Total Contributions,Contribution Locations: % of Total Contributions,Contribution Locations: % of Total Contributions,Contribution Locations: % of Total Contributions,Contribution Locations: % of Total Contributions,Contribution Locations: % of Total Contributions,Contribution Locations: Contributors,Contribution Locations: Contributors,Contribution Locations: Contributors,Contribution Locations: Contributors,Contribution Locations: Contributors,Contribution Locations: Contributors,Contribution Locations: Contributors,Contribution Industries: Raw Amounts,Contribution Industries: Raw Amounts,Contribution Industries: Raw Amounts,Contribution Industries: Raw Amounts,Contribution Industries: Raw Amounts,Contribution Industries: Raw Amounts,Contribution Industries: % of Total Contributions,Contribution Industries: % of Total Contributions,Contribution Industries: % of Total Contributions,Contribution Industries: % of Total Contributions,Contribution Industries: % of Total Contributions,Contribution Industries: % of Total Contributions,Contribution Industries: Contributors,Contribution Industries: Contributors,Contribution Industries: Contributors,Contribution Industries: Contributors,Contribution Industries: Contributors,Contribution Industries: Contributors,Expenditure Locations: Raw Amounts,Expenditure Locations: Raw Amounts,Expenditure Locations: Raw Amounts,Expenditure Locations: Raw Amounts,Expenditure Locations: Raw Amounts,Expenditure Locations: Raw Amounts,Expenditure Locations: Raw Amounts,Expenditure Locations: % of Total Expenditures,Expenditure Locations: % of Total Expenditures,Expenditure Locations: % of Total Expenditures,Expenditure Locations: % of Total Expenditures,Expenditure Locations: % of Total Expenditures,Expenditure Locations: % of Total Expenditures,Expenditure Locations: % of Total Expenditures,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures
31,"Bullaro, Leonardo",Participant,City Council District 22,A,2337,False,False,31204.0,275,113.47,5977.86,25226.14,3000.0,0,0,2000.0,26204.0,0,0,0,0,0,0,0,0,9.61%,0.0%,0.0%,6.41%,83.98%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,2,273,0,0,0,0,0,0,0,0,2325.0,326.0,17287.0,375.0,3935.0,326.0,24248.0,7.45%,1.04%,55.4%,1.2%,12.61%,1.04%,77.71%,13,3,186,4,19,3,225,100.0,1666.0,110.0,1035.0,7155.0,145.0,0.32%,5.34%,0.35%,3.32%,22.93%,0.46%,1,22,2,9,66,3,3259.9500000000003,0,1020.31,0,0,1697.6000000000001,4280.26,10.45%,0.0%,3.27%,0.0%,0.0%,5.44%,13.72%,0,132.0,0,0,0,0,0,3778.55,0,0,0,619.5,1622.53,0,0,0,427.84000000000003,0,0,0,0,0,0,0.0%,0.42%,0.0%,0.0%,0.0%,0.0%,0.0%,12.11%,0.0%,0.0%,0.0%,1.99%,5.2%,0.0%,0.0%,0.0%,1.37%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
32,"Cabrera, Fernando",Participant,Bronx Boro President,A,1256,False,False,50493.0,326,154.89,10087.429999999997,40405.57000000001,0,0,0,0,48093.0,0,0,0,0,2400.0,0,0,0,0.0%,0.0%,0.0%,0.0%,95.25%,0.0%,0.0%,0.0%,0.0%,4.75%,0.0%,0.0%,0.0%,0,0,0,0,323,0,0,0,0,4,0,0,0,8331.0,18305.0,3822.0,175.0,5435.0,18305.0,36068.0,16.5%,36.25%,7.57%,0.35%,10.76%,36.25%,71.43%,54,157,26,1,37,157,275,50.0,3860.0,1300.0,2005.0,3366.0,650.0,0.1%,7.64%,2.57%,3.97%,6.67%,1.29%,1,31,5,17,34,10,60.0,7113.0,1500.0,0,0,1414.43,8673.0,0.12%,14.09%,2.97%,0.0%,0.0%,2.8%,17.18%,0,0,0,0,0,0,0,351.96999999999997,0,0,0,86.25,6675.46,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.7%,0.0%,0.0%,0.0%,0.17%,13.22%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
33,"Camarena, Rodrigo G",Participant,City Council District 38,A,2345,False,False,14139.0,216,65.46,338.44,13800.56,0,0,0,0,14139.0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,216,0,0,0,0,0,0,0,0,967.0,225.0,240.0,0,9337.0,225.0,10769.0,6.84%,1.59%,1.7%,0.0%,66.04%,1.59%,76.17%,16,5,8,0,137,5,166,0,866.0,25.0,571.0,613.0,330.0,0.0%,6.12%,0.18%,4.04%,4.34%,2.33%,0,20,1,8,11,8,0,0,0,0,78.0,260.44,78.0,0.0%,0.0%,0.0%,0.0%,0.55%,1.84%,0.55%,0,0,0,0,0,0,0,0,0,0,0,0,230.39999999999998,0,0,0,0,108.03999999999999,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1.63%,0.0%,0.0%,0.0%,0.0%,0.76%,0.0%,0.0%,0.0%,0.0%,0.0%
34,"Cambranes, Victoria E",Participant,City Council District 33,A,2182,False,False,8908.0,156,57.1,3730.8599999999997,5177.14,0,0,0,325.0,8583.0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,3.65%,96.35%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,2,154,0,0,0,0,0,0,0,0,1009.0,10.0,240.0,50.0,7369.0,10.0,8678.0,11.33%,0.11%,2.69%,0.56%,82.72%,0.11%,97.42%,16,1,7,1,122,1,147,0,200.0,10.0,360.0,3078.0,0,0.0%,2.25%,0.11%,4.04%,34.55%,0.0%,0,7,1,4,32,0,0,0,0,0,1852.39,1878.4700000000003,1852.39,0.0%,0.0%,0.0%,0.0%,20.79%,21.09%,20.79%,0,0,0,0,0,606.14,0,123.95,0,1087.19,0,411.62,870.7100000000002,0,0,0,0,631.25,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,6.8%,0.0%,1.39%,0.0%,12.2%,0.0%,4.62%,9.77%,0.0%,0.0%,0.0%,0.0%,7.09%,0.0%,0.0%,0.0%,0.0%,0.0%
35,"Caputo, Elizabeth R",Participant,Manhattan Boro President,A,2328,False,False,16130.0,105,153.62,351.85,15778.15,200.0,0,0,0,15930.0,0,0,0,0,0,0,0,0,1.24%,0.0%,0.0%,0.0%,98.76%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,104,0,0,0,0,0,0,0,0,10120.0,400.0,400.0,0,625.0,400.0,11545.0,62.74%,2.48%,2.48%,0.0%,3.87%,2.48%,71.57%,77,3,3,0,6,3,89,0,375.0,425.0,185.0,675.0,0,0.0%,2.32%,2.63%,1.15%,4.18%,0.0%,0,3,3,3,8,0,90.5,0,0,0,0,261.35,90.5,0.56%,0.0%,0.0%,0.0%,0.0%,1.62%,0.56%,0,0,0,0,0,0,0,0,0,0,0,141.31,194.21,0,0,0,0,16.33,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.88%,1.2%,0.0%,0.0%,0.0%,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%,0.0%
36,"Cerrotti, Jesse A",Participant,City Council District 22,A,2295,False,False,4108.0,128,32.09,969.83,3138.17,0,0,0,0,3926.0,0,0,0,182.0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,95.57%,0.0%,0.0%,0.0%,4.43%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,127,0,0,0,1,0,0,0,0,455.0,69.0,2185.0,22.0,340.0,69.0,3071.0,11.08%,1.68%,53.19%,0.54%,8.28%,1.68%,74.76%,14,5,67,1,12,5,99,0,426.0,10.0,70.0,175.0,205.0,0.0%,10.37%,0.24%,1.7%,4.26%,4.99%,0,22,1,3,3,12,361.65,0,289.06,0,0,319.12000000000006,650.71,8.8%,0.0%,7.04%,0.0%,0.0%,7.77%,15.84%,0,0,0,0,0,0,0,0,0,107.06,0,0,205.76999999999998,0,0,0,0,657.0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.61%,0.0%,0.0%,5.01%,0.0%,0.0%,0.0%,0.0%,15.99%,0.0%,0.0%,0.0%,0.0%,0.0%
38,"Chen, Hailing",Participant,City Council District 20,A,2364,False,False,16003.96,263,60.85,4589.96,11414.0,0,0,0,0,16003.96,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,264,0,0,0,0,0,0,0,0,1778.0,377.0,6053.0,245.0,2161.0,377.0,10614.0,11.11%,2.36%,37.82%,1.53%,13.5%,2.36%,66.32%,28,4,167,9,41,4,249,0,749.0,25.0,205.0,275.0,505.0,0.0%,4.68%,0.16%,1.28%,1.72%,3.16%,0,17,1,4,3,10,0,4589.96,0,0,0,0,4589.96,0.0%,28.68%,0.0%,0.0%,0.0%,0.0%,28.68%,4589.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.68%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
39,"Chino, Theo B",Participant,Public Advocate,B,844,False,False,18743.33,20,937.17,35452.06,-16708.729999999996,17643.33,0,0,0,925.0,0,0,0,0,0,0,175.0,0,94.13%,0.0%,0.0%,0.0%,4.94%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.93%,0.0%,1,0,0,0,18,0,0,0,0,0,0,1,0,830.0,180.0,20.0,0,20.0,180.0,1050.0,4.43%,0.96%,0.11%,0.0%,0.11%,0.96%,5.6%,14,2,1,0,1,2,18,0,0,0,400.0,245.0,0,0.0%,0.0%,0.0%,2.13%,1.31%,0.0%,0,0,0,3,5,0,33516.630000000005,0,31.03,0,0,1904.4000000000003,33547.66,178.82%,0.0%,0.17%,0.0%,0.0%,10.16%,178.98%,17468.33,0,0,0,0,0,0,0,0,0,0,1856.35,15490.279999999999,5.0,0,20.1,0,612.0,0,0,0,0,0,93.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,9.9%,82.64%,0.03%,0.0%,0.11%,0.0%,3.27%,0.0%,0.0%,0.0%,0.0%,0.0%
40,"Coello, Leonardo",Participant,City Council District 16,A,2245,False,False,10369.0,140,74.06,3333.27,7035.73,2200.0,0,175.0,0,7994.0,0,0,0,0,0,0,0,0,21.22%,0.0%,1.69%,0.0%,77.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,1,0,140,0,0,0,0,0,0,0,0,1732.0,5580.0,402.0,0,1150.0,5580.0,8864.0,16.7%,53.81%,3.88%,0.0%,11.09%,53.81%,85.49%,25,75,8,0,11,75,119,25.0,1192.0,100.0,272.0,435.0,0,0.24%,11.5%,0.96%,2.62%,4.2%,0.0%,1,18,1,8,5,0,0,3056.4900000000002,0,0,0,276.78,3056.4900000000002,0.0%,29.48%,0.0%,0.0%,0.0%,2.67%,29.48%,0,0,0,0,0,0,0,2179.19,0,0,0,252.3,176.78000000000003,0,0,0,725.0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,21.02%,0.0%,0.0%,0.0%,2.43%,1.7%,0.0%,0.0%,0.0%,6.99%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
41,"Cohen, Daniel M",Participant,City Council District 07,A,750,False,False,49038.81,386,127.04,24484.149999999998,24554.66,432.81,0,0,0,48606.0,0,0,0,0,0,0,0,0,0.88%,0.0%,0.0%,0.0%,99.12%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,388,0,0,0,0,0,0,0,0,30817.809999999998,2493.0,2641.0,0,4889.0,2493.0,40840.81,62.84%,5.08%,5.39%,0.0%,9.97%,5.08%,83.28%,240,14,13,0,50,14,317,0,4404.0,158.0,710.0,8348.0,275.0,0.0%,8.98%,0.32%,1.45%,17.02%,0.56%,0,28,3,9,63,2,6048.3099999999995,0,1358.12,0,15000.0,2077.72,22406.429999999997,12.33%,0.0%,2.77%,0.0%,30.59%,4.24%,45.69%,0,1895.0900000000004,0,0,0,15000.0,0,2733.65,0,480.37,0,1661.24,2449.8,0,0,264.0,0,0,0,0,0,0,0,0.0%,3.86%,0.0%,0.0%,0.0%,30.59%,0.0%,5.57%,0.0%,0.98%,0.0%,3.39%,5.0%,0.0%,0.0%,0.54%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
42,"Cornegy, Jr., Robert E",Participant,Brooklyn Boro President,A,1267,False,False,192556.79,621,310.08,160063.78999999998,32493.00000000003,0,0,2675.0,0,175531.79,0,0,0,0,14350.0,0,0,0,0.0%,0.0%,1.39%,0.0%,91.16%,0.0%,0.0%,0.0%,0.0%,7.45%,0.0%,0.0%,0.0%,0,0,4,0,605,0,0,0,0,19,0,0,0,48476.54,2440.0,16131.0,3925.0,54724.25,2440.0,125696.79000000001,25.18%,1.27%,8.38%,2.04%,28.42%,1.27%,65.28%,96,10,80,7,288,10,480,1455.0,7635.0,5200.0,4815.0,4195.0,300.0,0.76%,3.97%,2.7%,2.5%,2.18%,0.16%,10,42,11,20,34,5,99426.46,167.27,0,0,42278.4,18191.66,141872.13,51.63%,0.09%,0.0%,0.0%,21.96%,9.45%,73.68%,0,195.9,0,0,0,15500.0,0,17317.22,383.18,0,0,1879.0200000000002,28084.08,0,0,0,950.0,95000.0,0,0,0,0,104.39,0.0%,0.1%,0.0%,0.0%,0.0%,8.05%,0.0%,8.99%,0.2%,0.0%,0.0%,0.98%,14.58%,0.0%,0.0%,0.0%,0.49%,49.34%,0.0%,0.0%,0.0%,0.0%,0.05%
43,"Cortez, Cecilia C",Participant,City Council District 40,A,2333,False,False,5042.0,78,64.64,1463.8799999999999,3578.12,175.0,0,0,0,4692.0,0,0,0,0,0,0,175.0,0,3.47%,0.0%,0.0%,0.0%,93.06%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3.47%,0.0%,1,0,0,0,76,0,0,0,0,0,0,1,0,50.0,40.0,65.0,150.0,2990.0,40.0,3295.0,0.99%,0.79%,1.29%,2.98%,59.3%,0.79%,65.35%,2,1,2,1,52,1,58,0,990.0,0,350.0,1825.0,0,0.0%,19.64%,0.0%,6.94%,36.2%,0.0%,0,12,0,5,27,0,617.31,0,0,0,218.17000000000002,628.4,835.48,12.24%,0.0%,0.0%,0.0%,4.33%,12.46%,16.57%,0,0,0,0,0,0,0,0,0,1061.76,0,0,145.52,0,0,39.6,0,192.0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,21.06%,0.0%,0.0%,2.89%,0.0%,0.0%,0.79%,0.0%,3.81%,0.0%,0.0%,0.0%,0.0%,0.0%
44,"Council, Kimberly",Participant,City Council District 37,A,1558,False,False,5003.9400000000005,78,64.15,497.7,4506.240000000001,0,0,0,20.0,4983.9400000000005,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.4%,99.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,2,76,0,0,0,0,0,0,0,0,1125.0,150.0,535.0,50.0,2518.94,150.0,4378.94,22.48%,3.0%,10.69%,1.0%,50.34%,3.0%,87.51%,3,2,3,1,66,2,75,50.0,220.0,0,685.0,715.0,30.0,1.0%,4.4%,0.0%,13.69%,14.29%,0.6%,1,11,0,4,20,3,0,0,150.0,0,248.94,98.75999999999999,398.94,0.0%,0.0%,3.0%,0.0%,4.97%,1.97%,7.97%,0,0,0,0,0,0,0,0,0,0,0,433.4,64.3,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,8.66%,1.28%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
45,"Crespo, Elisa",Participant,City Council District 15,A,2321,False,False,16707.0,297,56.25,2075.69,14631.31,0,0,0,0,16707.0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,297,0,0,0,0,0,0,0,0,3966.0,3690.0,3887.0,500.0,2484.0,3690.0,14527.0,23.74%,22.09%,23.27%,2.99%,14.87%,22.09%,86.95%,46,117,41,3,38,117,245,0,1230.0,160.0,289.0,875.0,935.0,0.0%,7.36%,0.96%,1.73%,5.24%,5.6%,0,35,4,6,10,26,0,125.0,0,0,0,1950.6899999999998,125.0,0.0%,0.75%,0.0%,0.0%,0.0%,11.68%,0.75%,0,0,0,0,0,1250.0,0,23.24,0,39.18,0,0,638.27,0,0,0,0,125.0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,7.48%,0.0%,0.14%,0.0%,0.23%,0.0%,0.0%,3.82%,0.0%,0.0%,0.0%,0.0%,0.75%,0.0%,0.0%,0.0%,0.0%,0.0%
46,"Cunningham, Brian-Christopher A",Participant,City Council District 40,A,1921,False,False,22668.21,206,110.04,3102.86,19565.35,0,0,0,0,22668.21,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,207,0,0,0,0,0,0,0,0,2225.0,150.0,1306.0,250.0,15781.21,150.0,19712.21,9.82%,0.66%,5.76%,1.1%,69.62%,0.66%,86.96%,11,4,12,1,151,4,179,250.0,1985.0,902.0,1025.0,1695.0,305.0,1.1%,8.76%,3.98%,4.52%,7.48%,1.35%,4,18,5,8,13,4,0,0,0,0,186.95,2915.9100000000003,186.95,0.0%,0.0%,0.0%,0.0%,0.82%,12.86%,0.82%,0,0,0,0,0,0,0,578.98,0,0,0,0,948.88,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.55%,0.0%,0.0%,0.0%,0.0%,4.19%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
47,"De La Rosa, Carmen",Participant,City Council District 10,A,2349,False,False,34390.0,492,69.9,476.96,33913.04,0,0,0,0,34390.0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,492,0,0,0,0,0,0,0,0,13804.0,8941.0,3520.0,250.0,2320.0,8941.0,28835.0,40.14%,26.0%,10.24%,0.73%,6.75%,26.0%,83.85%,264,125,32,1,26,125,448,100.0,2790.0,425.0,2280.0,3436.0,660.0,0.29%,8.11%,1.24%,6.63%,9.99%,1.92%,3,41,4,25,86,16,0,15.0,0,0,0,461.96,15.0,0.0%,0.04%,0.0%,0.0%,0.0%,1.34%,0.04%,0,0,0,0,0,0,0,0,0,0,0,129.95,347.01,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.38%,1.01%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
48,"De Los Santos, Manny",Participant,City Council District 10,A,2213,False,False,26516.97,315,84.18,5403.52,21113.45,25.0,0,0,0,26491.97,0,0,0,0,0,0,0,0,0.09%,0.0%,0.0%,0.0%,99.91%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,322,0,0,0,0,0,0,0,0,12259.0,4631.83,1600.0,0,960.0,4631.83,19450.83,46.23%,17.47%,6.03%,0.0%,3.62%,17.47%,73.35%,195,64,18,0,9,64,286,646.4300000000001,2317.0,285.0,3225.0,2610.0,167.0,2.44%,8.74%,1.07%,12.16%,9.84%,0.63%,5,40,4,22,40,7,2548.73,232.83,0,0,0,2621.9600000000005,2781.56,9.61%,0.88%,0.0%,0.0%,0.0%,9.89%,10.49%,0,0,0,0,0,2000.0,0,2560.8100000000004,19.83,195.98,0,0,646.9,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,7.54%,0.0%,9.66%,0.07%,0.74%,0.0%,0.0%,2.44%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
49,"DeLuca, Jennifer E",Participant,City Council District 39,A,2307,False,False,4035.0,64,63.05,559.4100000000001,3475.59,100.0,0,0,0,3935.0,0,0,0,0,0,0,0,0,2.48%,0.0%,0.0%,0.0%,97.52%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,64,0,0,0,0,0,0,0,0,175.0,0,175.0,0,3185.0,0,3535.0,4.34%,0.0%,4.34%,0.0%,78.93%,0.0%,87.61%,3,0,1,0,51,0,55,0,95.0,0,200.0,760.0,10.0,0.0%,2.35%,0.0%,4.96%,18.84%,0.25%,0,5,0,2,14,1,144.0,0,0,0,281.99,133.42000000000002,425.99,3.57%,0.0%,0.0%,0.0%,6.99%,3.31%,10.56%,0,0,0,0,0,0,0,0,0,281.99,0,0,277.41999999999996,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,6.99%,0.0%,0.0%,6.88%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
51,"Diallo, Abdourahamane",Participant,City Council District 16,A,2319,False,False,31068.02,187,166.14,1302.6999999999998,29765.32,3000.0,0,0,0,28068.0,0,0.02,0,0,0,0,0,0,9.66%,0.0%,0.0%,0.0%,90.34%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,185,0,1,0,0,0,0,0,0,3080.0,13525.02,335.0,0,3380.0,13525.02,20320.02,9.91%,43.53%,1.08%,0.0%,10.88%,43.53%,65.4%,15,102,8,0,22,102,143,0,9040.0,745.0,3120.0,315.0,8245.0,0.0%,29.1%,2.4%,10.04%,1.01%,26.54%,0,60,6,11,5,53,108.0,164.0,0,0,0,1030.7,272.0,0.35%,0.53%,0.0%,0.0%,0.0%,3.32%,0.88%,0,0,0,0,0,0,0,214.81,0,0,0,0,1037.89,0,0,0,0,50.0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.69%,0.0%,0.0%,0.0%,0.0%,3.34%,0.0%,0.0%,0.0%,0.0%,0.16%,0.0%,0.0%,0.0%,0.0%,0.0%
52,"Diaz Jr., Ruben",Participant,Mayor,B,1160,False,False,970786.5700000001,1124,863.69,377133.07999999996,593653.4900000001,0,0,0,100.0,945652.0700000001,0,0,0,0,25034.5,0,0,0,0.0%,0.0%,0.0%,0.01%,97.41%,0.0%,0.0%,0.0%,0.0%,2.58%,0.0%,0.0%,0.0%,0,0,0,1,1121,0,0,0,0,17,0,0,0,245093.0,74956.0,72880.0,13325.0,47140.0,74956.0,453394.0,25.25%,7.72%,7.51%,1.37%,4.86%,7.72%,46.7%,201,360,88,13,65,360,727,450.0,53880.0,30945.0,28725.0,67837.0,3680.0,0.05%,5.55%,3.19%,2.96%,6.99%,0.38%,6,55,18,37,76,8,194316.52000000002,134261.26,6400.67,6153.16,6000.0,30001.47,347131.61,20.02%,13.83%,0.66%,0.63%,0.62%,3.09%,35.76%,14303.12,0,0,0,0,166000.0,0,59168.17,0,0,0,13130.87,38585.62,0,34500.0,0,5075.0,24000.0,0,0,0,0,0,1.47%,0.0%,0.0%,0.0%,0.0%,17.1%,0.0%,6.09%,0.0%,0.0%,0.0%,1.35%,3.97%,0.0%,3.55%,0.0%,0.52%,2.47%,0.0%,0.0%,0.0%,0.0%,0.0%
